,day,item_number,item_name,purchase_price,suggested_retail_price,orders_quantity,sales_quantity,revenue
247,2021-12-30,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,33.0,48.94
248,2021-12-30,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
249,2021-12-30,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
250,2021-12-30,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,46.0,45.4
251,2021-12-30,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,46.0,45.4
252,2021-12-29,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,18.0,26.82
253,2021-12-29,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,18.0,26.82
254,2021-12-29,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
255,2021-12-29,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
256,2021-12-29,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,21.0,20.79
257,2021-12-29,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,21.0,20.79
258,2021-12-28,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.71
259,2021-12-28,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.71
260,2021-12-28,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
261,2021-12-28,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
262,2021-12-28,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,24.0,23.64
263,2021-12-28,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,24.0,23.64
264,2021-12-27,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,16.0,23.84
265,2021-12-27,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,16.0,23.84
266,2021-12-27,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
267,2021-12-27,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
268,2021-12-27,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,25.0,24.72
269,2021-12-27,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,25.0,24.72
270,2021-12-26,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
271,2021-12-26,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
272,2021-12-26,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
273,2021-12-26,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
274,2021-12-26,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
275,2021-12-26,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
276,2021-12-25,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
277,2021-12-25,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
278,2021-12-25,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
279,2021-12-25,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
280,2021-12-25,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
281,2021-12-25,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
282,2021-12-24,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,5.0,7.45
283,2021-12-24,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,5.0,7.45
284,2021-12-24,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
285,2021-12-24,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
286,2021-12-24,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,8.0,7.92
287,2021-12-24,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,8.0,7.92
288,2021-12-23,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,20.0,29.8
289,2021-12-23,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,20.0,29.8
290,2021-12-23,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
291,2021-12-23,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
292,2021-12-23,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,71.0,70.06
293,2021-12-23,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,71.0,70.06
294,2021-12-22,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,22.0,32.78
295,2021-12-22,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,22.0,32.78
296,2021-12-22,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
297,2021-12-22,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
298,2021-12-22,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,85.0,84.04
299,2021-12-22,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,85.0,84.04
300,2021-12-21,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,14.0,20.86
301,2021-12-21,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,14.0,20.86
302,2021-12-21,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
303,2021-12-21,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
304,2021-12-21,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,144.0,43.0,42.51
305,2021-12-21,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,144.0,43.0,42.51
306,2021-12-20,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.86
307,2021-12-20,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.86
308,2021-12-20,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
309,2021-12-20,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
310,2021-12-20,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,40.0,39.56
311,2021-12-20,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,40.0,39.56
312,2021-12-19,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
313,2021-12-19,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
314,2021-12-19,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
315,2021-12-19,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
316,2021-12-19,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
317,2021-12-19,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
318,2021-12-18,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,9.0,13.41
319,2021-12-18,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,9.0,13.41
320,2021-12-18,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
321,2021-12-18,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
322,2021-12-18,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,34.0,33.63
323,2021-12-18,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,34.0,33.63
324,2021-12-17,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,11.0,16.39
325,2021-12-17,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,11.0,16.39
326,2021-12-17,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
327,2021-12-17,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
328,2021-12-17,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,38.0,37.62
329,2021-12-17,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,54.0,38.0,37.62
330,2021-12-16,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,14.0,20.86
331,2021-12-16,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,14.0,20.86
332,2021-12-16,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
333,2021-12-16,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
334,2021-12-16,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,44.0,43.0
335,2021-12-16,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,44.0,43.0
336,2021-12-15,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,6.0,8.94
337,2021-12-15,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,6.0,8.94
338,2021-12-15,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
339,2021-12-15,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
340,2021-12-15,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,19.0,18.81
341,2021-12-15,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,19.0,18.81
342,2021-12-14,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,13.0,19.37
343,2021-12-14,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,13.0,19.37
344,2021-12-14,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
345,2021-12-14,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
346,2021-12-14,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,13.0,12.87
347,2021-12-14,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,13.0,12.87
348,2021-12-13,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,6.0,8.94
349,2021-12-13,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,6.0,8.94
350,2021-12-13,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
351,2021-12-13,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
352,2021-12-13,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,21.0,20.79
353,2021-12-13,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,21.0,20.79
354,2021-12-12,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
355,2021-12-12,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
356,2021-12-12,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
357,2021-12-12,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
358,2021-12-12,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
359,2021-12-12,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
360,2021-12-11,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,12.0,17.88
361,2021-12-11,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,12.0,17.88
362,2021-12-11,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
363,2021-12-11,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
364,2021-12-11,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,28.0,27.72
365,2021-12-11,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,28.0,27.72
366,2021-12-10,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0,14.8
367,2021-12-10,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0,14.8
368,2021-12-10,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
369,2021-12-10,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
370,2021-12-10,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,31.0,30.56
371,2021-12-10,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,31.0,30.56
372,2021-12-09,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.81
373,2021-12-09,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.81
374,2021-12-09,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,1.0,3.49
375,2021-12-09,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,1.0,3.49
376,2021-12-09,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,25.0,24.75
377,2021-12-09,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,25.0,24.75
378,2021-12-08,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,9.0,13.41
379,2021-12-08,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,9.0,13.41
380,2021-12-08,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
381,2021-12-08,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
382,2021-12-08,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,25.0,24.75
383,2021-12-08,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,25.0,24.75
384,2021-12-07,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,5.0,7.45
385,2021-12-07,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,5.0,7.45
386,2021-12-07,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,5.0,17.45
387,2021-12-07,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,5.0,17.45
388,2021-12-07,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,14.0,13.86
389,2021-12-07,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,14.0,13.86
390,2021-12-06,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,4.0,5.96
391,2021-12-06,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,4.0,5.96
392,2021-12-06,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
393,2021-12-06,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
394,2021-12-06,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,18.0,17.82
395,2021-12-06,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,18.0,17.82
396,2021-12-05,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
397,2021-12-05,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
398,2021-12-05,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
399,2021-12-05,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
400,2021-12-05,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
401,2021-12-05,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
402,2021-12-04,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,10.0,15.9
403,2021-12-04,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,10.0,15.9
404,2021-12-04,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
405,2021-12-04,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
406,2021-12-04,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,31.0,30.69
407,2021-12-04,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,31.0,30.69
408,2021-12-03,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,5.0,7.86
409,2021-12-03,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,5.0,7.86
410,2021-12-03,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
411,2021-12-03,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
412,2021-12-03,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,42.0,41.46
413,2021-12-03,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,42.0,41.46
414,2021-12-02,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,7.0,11.13
415,2021-12-02,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,7.0,11.13
416,2021-12-02,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
417,2021-12-02,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
418,2021-12-02,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,25.0,24.41
419,2021-12-02,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,25.0,24.41
420,2021-12-01,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,13.0,20.49
421,2021-12-01,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,13.0,20.49
422,2021-12-01,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
423,2021-12-01,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
424,2021-12-01,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,21.0,20.65
425,2021-12-01,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,21.0,20.65
426,2021-11-30,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,11.0,17.49
427,2021-11-30,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,11.0,17.49
428,2021-11-30,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
429,2021-11-30,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
430,2021-11-30,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,13.0,12.87
431,2021-11-30,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,13.0,12.87
432,2021-11-29,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,9.0,14.31
433,2021-11-29,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,9.0,14.31
434,2021-11-29,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
435,2021-11-29,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
436,2021-11-29,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,16.0,15.8
437,2021-11-29,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,16.0,15.8
438,2021-11-28,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
439,2021-11-28,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
440,2021-11-28,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
441,2021-11-28,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
442,2021-11-28,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
443,2021-11-28,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
444,2021-11-27,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,30.0,16.0,25.38
445,2021-11-27,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,30.0,16.0,25.38
446,2021-11-27,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
447,2021-11-27,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
448,2021-11-27,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,72.0,35.0,34.59
449,2021-11-27,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,72.0,35.0,34.59
450,2021-11-26,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,10.0,15.69
451,2021-11-26,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,10.0,15.69
452,2021-11-26,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
453,2021-11-26,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
454,2021-11-26,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,34.0,33.64
455,2021-11-26,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,34.0,33.64
456,2021-11-25,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,12.0,18.97
457,2021-11-25,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,12.0,18.97
458,2021-11-25,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,1.0,3.49
459,2021-11-25,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,1.0,3.49
460,2021-11-25,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,19.0,18.42
461,2021-11-25,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,19.0,18.42
462,2021-11-24,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,4.0,6.36
463,2021-11-24,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,4.0,6.36
464,2021-11-24,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
465,2021-11-24,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
466,2021-11-24,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,16.0,15.79
467,2021-11-24,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,18.0,16.0,15.79
468,2021-11-23,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,4.0,6.36
469,2021-11-23,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,0.0,4.0,6.36
470,2021-11-23,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
471,2021-11-23,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
472,2021-11-23,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,23.0,22.7
473,2021-11-23,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,23.0,22.7
474,2021-11-22,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,0.0,
475,2021-11-22,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,10.0,0.0,
476,2021-11-22,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
477,2021-11-22,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
478,2021-11-22,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,24.0,23.69
479,2021-11-22,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,36.0,24.0,23.69
480,2021-11-21,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
481,2021-11-21,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
482,2021-11-21,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
483,2021-11-21,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
484,2021-11-21,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
485,2021-11-21,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
486,2021-11-20,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,2.0,3.18
487,2021-11-20,80317483,ROMA TOMATEN ES I 500G SF,1.05,1.59,20.0,2.0,3.18
488,2021-11-20,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
